application_id,vacancy_id,candidate_name,email,phone,current_position,current_company,current_salary,expected_salary,experience_years,education_level,application_date,status,interview_date,feedback,source
329,57,Тетяна Бевз,aaronzaporozhets@example.com,011 420 27 89,Фольклорист,Масляк PLC,19822.08,24568.82,0,Середня,2024-04-30,Нова,,,Work.ua
330,28,Юхим Гавриш,cmakohon@example.com,746-81-72,Підприємець,Бандура-Корбут,33206.26,38413.9,1,Магістр,2024-03-07,Співбесіда,2024-03-20,,Рекомендація
331,36,Дарина Кармалюк,babychenkomykhailyna@example.com,+380 37 101 55 41,Фармацевт,Онуфрієнко-Мазепа,16908.62,24027.15,6,PhD,2024-04-07,Нова,,,LinkedIn
332,18,Софія Черінько,tereshchenkolarysa@example.org,625 43 75,Стиліст,"Христенко, Супруненко and Червоненко",32505.59,47436.93,13,Середня,2023-11-10,Співбесіда,2023-11-14,,Рекомендація
333,63,Данченко Венедикт Миколайович,zdankevych@example.net,+380 47 195-16-42,Ґрунтознавець,Баклан LLC,26398.51,33187.49,13,Бакалавр,2024-12-20,Прийнято,2024-12-31,"Зрозумілий шолом зелений жити рота розводити. Недолік другий вскакивать друкувати закласти.
Близько функція м'який сміття гіркий роса картинка.",LinkedIn
334,79,Юхименко Спас Зиновійович,ielysei35@example.org,+380 89 877-80-63,Літературознавець,Корбут-Кабаненко,39557.39,54841.22,10,PhD,2024-12-09,Прийнято,2024-12-17,"Адвокат очко купа інтелектуальний. Здригатися рот ланцюжок паща художній.
Гіркий метал розкішний легко й командир потягнутися. Заява кпсс товар медицина заспівати простір пастух кишеня.",Рекомендація
335,41,Орися Проценко,khrystychsnizhana@example.org,+380 84 078-35-90,Ботанік,Носенко Group,12159.04,15651.21,7,Бакалавр,2023-12-03,Відхилено,2023-12-15,Серйозний синок зміна присвятити. Реклама перед жорстокий зображати. Мати хід художній розводити камінчик доба ніч.,Сайт компанії
336,38,Орина Нестеренко,pavlenkoeduard@example.com,681-97-24,Шериф,Цісик-Шаповал,43916.98,51045.94,6,Бакалавр,2024-06-08,Співбесіда,2024-06-21,,Інше
337,56,Марина Удовенко,ostap73@example.net,095 907-24-42,Пекар,"Жарко, Атрощенко and Шеремет",27943.0,40480.15,7,Магістр,2024-06-18,Нова,,,Рекомендація
338,14,Сич Орхип Лукʼянович,zabramchuk@example.com,+380 (05) 915-87-95,Драматург,"Артюшенко, Євтушок and Іванченко",47179.4,57353.44,2,Магістр,2024-10-22,Пропозиція,2024-10-31,Солома банда задерти зате. Гіркий провінція дихання близько. Ліворуч й єврейський художній.,Сайт компанії
339,81,Дарина Венгринович,isaievychalla@example.net,+380 85 509-25-84,Реставратор,Лазаренко-Яремчук,14322.0,16413.84,3,Магістр,2024-08-20,Прийнято,2024-08-29,Олівець вигнати радість настати конструкція розвернутися. Космос господь художній райком бетонний поріг заклик. Художній космос направо головний бетонний.,Рекомендація
340,88,Василь Андрійович,leon88@example.com,+380 16 181-63-04,Ґрунтознавець,"Скорик, Мамчур and Перепелиця",28002.51,36749.42,13,Бакалавр,2023-06-16,Розглядається,,,Рекомендація
341,4,Алевтин Рубан,albertsvystun@example.com,024 198-07-05,Клоун,Макогон-Вітрук,34654.02,46093.17,10,PhD,2024-04-04,Відхилено,2024-04-12,"Коваль гіркий звільнити ламати радість знаходити.
Міф соціалістичний вітрина неправда господь.",Рекомендація
342,69,Марія Дергач,zabilanadiia@example.org,+380 (56) 079-82-32,Парфюмер,Адаменко-Гайденко,30533.57,39014.62,10,Бакалавр,2024-06-18,Співбесіда,2024-07-02,,Рекомендація
343,46,Богдан Кибкало,wkomar@example.net,102-53-56,Реставратор,Таран-Орлик,43155.59,60359.45,9,Бакалавр,2023-12-24,Нова,,,Work.ua
344,80,Богодар Оробець,makar70@example.org,275 79 34,Епідеміолог,Савенко-Кабаненко,22885.01,32414.03,14,Магістр,2024-12-07,Розглядається,,,LinkedIn
345,9,Валентина Пʼятаченко,ustym60@example.org,+380 (94) 560-34-28,Професор,Данько LLC,28184.4,32466.19,13,Бакалавр,2024-11-06,Нова,,,Рекомендація
346,87,Леон Чайка,nadiiagerega@example.org,+380 (60) 270-63-75,Епідеміолог,"Ґоляш, Баран and Товстуха",18849.4,27908.57,6,Магістр,2024-07-26,Прийнято,2024-08-01,"Кишеня роса небезпека підкинути.
Гроші інший хлопець. Польовий призначити палиця штаб заспокоїтися голубчик боєць черевик. Функція господь монета точно пастух командир.",Рекомендація
347,29,Петренко Пріска Адамівна,danpetrenko@example.org,252 41 07,Графік,Демʼянюк PLC,14468.23,17395.23,9,Бакалавр,2023-12-14,Прийнято,2023-12-25,Голубчик чітко бочок інтелектуальний господь коричневий прохід. Збільшуватися їжа інтернет валюта набір незручно. Виникнення образа житель грати червʼяк пристрій район.,Сайт компанії
348,14,Захар Зінкевич,sbatih@example.org,286-63-34,Бібліограф,"Оніщук, Ісаєнко and Рудик",42657.13,51180.6,10,Середня,2024-01-26,Співбесіда,2024-01-29,,Сайт компанії
349,1,Аарон Вдовенко,jdzyndra@example.com,701 55 27,Реабілітолог,"Опанасенко, Малишко and Стець",24998.74,31061.46,8,Бакалавр,2024-08-08,Прийнято,2024-08-12,Пити перед співрозмовник заява програміст сонце інструкція. Прем'Єра щось дрібниця жорстокий плід. Один монета прихований трясти хотіти фахівець.,Work.ua
350,50,пані Анастасія Швачко,voblaserhii@example.net,861 84 46,Економіст,Зінченко Group,30619.8,35841.29,9,Бакалавр,2023-11-27,Пропозиція,2023-12-08,"Нервово голубчик звільнення. Академік палиця занадто труп число аналіз. Заспокоїтися пристрій блін вираз. Більше аналіз близько збудження заборонити виднітися недолік.
Свіжий деякий провінція яблуко.",Інше
351,16,Ганна Овчаренко,chabanvalentyn@example.net,480-57-32,Водій,"Назаренко, Рябовіл and Фоменко",45911.31,56301.34,11,PhD,2024-04-22,Відхилено,2024-05-04,Новий доба диявол дрібниця вигнати танцювати. Гроші головка ліворуч пропаганда несподівано.,Сайт компанії
352,65,Миколай Бабенко,zhukkhrystyna@example.com,041 983 01 18,Мистецтвознавець,Шевченко-Ярема,22220.89,30682.61,15,Середня,2024-08-27,Відхилено,2024-08-30,Заборонити дрімати полум'я слати. Інструкція благати потягнутися рота уточнити. Виражений військовий сходити пісня гараж трясти. Розгубитися навіщо правий сонце матерія коричневий.,LinkedIn
353,30,Йосип Тимченко,dotsenkoielysei@example.com,+380 90 998-37-77,Електротехнік,Андріїшина Group,23524.33,33995.95,11,Магістр,2024-12-01,Пропозиція,2024-12-15,"Функція поява уточнити лапа природа й. Занадто полум'я деякий.
Інвалід ліхтарик пити правління розводити конструкція самостійно. Протягувати природа дрібниця бігати. Ланцюжок художній кора розводити.",LinkedIn
354,53,Андрій Дзюба,vdrozdenko@example.org,834 27 56,Електромонтер,Батіг and Sons,17343.91,24551.85,1,Магістр,2023-07-25,Співбесіда,2023-08-01,,Інше
355,54,Валентина Гайдабура,orkhyp05@example.com,+380 32 351 13 51,Перекладач,Салій and Sons,36685.01,44293.82,11,Середня,2024-09-19,Співбесіда,2024-09-23,,LinkedIn
356,62,Лілія Вобла,danchenkoarkadii@example.net,015 901-65-79,Патологоанатом,"Валенко, Романчук and Лесик",28790.36,32455.65,6,Магістр,2023-11-09,Розглядається,,,Work.ua
357,57,Олесь Лесик,veresustym@example.org,+380 93 409-98-02,Фармацевт,Орлик Inc,17598.66,26046.43,3,PhD,2024-03-30,Пропозиція,2024-04-11,Знімати місце підземний неправда сміливий спасти склянка. Видимо лівий кора. Дружно очко плід склянка порівняння кидати прощення простір.,Сайт компанії
358,91,Еріка Бандурка,sviatoslava48@example.org,+380 05 447-63-62,Інженер,"Атаманюк, Ребрик and Міщенко",49744.77,69995.05,13,PhD,2023-03-13,Прийнято,2023-03-20,Лягати тисяча потім порівняння скинути робочий. Щось кишеня прошепотіти ручка знімати. Полум'Я їжа падати ніж жити казна-хто природа.,Work.ua
359,26,Семен Вдовенко,larysaartiukh@example.org,040 812 37 02,Гірничий інженер,Мірошниченко Inc,21687.32,30311.71,14,Магістр,2024-11-23,Нова,,,Work.ua
360,81,Ада Безбородько,ffomenko@example.org,094 974-95-57,Дипломат,Базилевич and Sons,21801.0,31208.85,5,PhD,2024-09-18,Відхилено,2024-10-02,Терапія труп рот. Господь дрібниця даль покидати. А космос рота мільярд спалити рот місце. Адже відповісти сонце зрідка.,Сайт компанії
361,49,Стефан Пелех,aronetsalina@example.org,017 476-59-09,Детектив,Якимчук Ltd,19248.08,28495.38,8,Магістр,2024-10-10,Розглядається,,,Work.ua
362,38,Йосип Дейнеко,tbabiuk@example.com,+380 (08) 579-93-51,Випробувач,Щириця Group,44266.82,60832.96,1,Бакалавр,2024-06-27,Розглядається,,,Інше
363,59,пані Вікторія Вітрук,ypetryk@example.org,015 906 45 79,Фотограф,Корж-Тиха,17628.09,22090.26,12,PhD,2024-09-30,Співбесіда,2024-10-08,,Сайт компанії
364,68,Ірена Семенченко,priska71@example.com,031 922 52 35,Головний меркшейдер,Стельмах-Ващенко,33175.54,44962.56,0,Бакалавр,2024-11-28,Нова,,,Інше
365,18,Одарка Бандера,ziatsenko@example.com,033 828-60-47,Живописець,Стець LLC,23713.83,33363.09,12,PhD,2023-10-13,Нова,,,Рекомендація
366,28,пані Клавдія Гузій,marianaatamaniuk@example.net,+380 63 207 76 96,Геофізик,Лазаренко-Забіла,25565.43,35943.99,13,Бакалавр,2024-03-18,Відхилено,2024-03-22,Залучати бригада будівництво ланцюжок спорт падаль увійти. Мати черговий медицина раніше образа.,Рекомендація
367,58,Єлисавета Жайворон,klyment43@example.org,604 29 19,Електромонтажник,Атаманчук-Власенко,12267.44,15603.91,15,Бакалавр,2024-03-06,Співбесіда,2024-03-13,,Сайт компанії
368,94,Амалія Гречаник,nalyvaikoorysia@example.org,+380 (97) 996-27-59,Географ,Лавренко Ltd,34008.0,44134.9,10,Магістр,2024-11-14,Відхилено,2024-11-23,"Брову прихований застосовуватися тривога присісти хлопчисько прихований.
Деякий кора слати. Полюбити комунізм господиня роса колишній. Хліб відповідність міркування число хлопець спорт.",Сайт компанії
369,50,Євген Іщенко,shchyrytsiaiustym@example.org,018 368-00-98,Скульптор,Негода LLC,43936.71,62521.23,5,PhD,2024-01-01,Пропозиція,2024-01-07,Синок наштовхнутися пристрасть страта. Спорт прохід хотіти залучати. Аналіз ламати здригнутися розвинений ланцюжок благати.,Work.ua
370,86,Ігор Дашенко,asaulaiustyna@example.org,939 09 86,Локсмайстер,Лагода Inc,44153.94,54865.37,3,Магістр,2024-12-03,Нова,,,Сайт компанії
371,69,Ліза Фурс,rostyslavshcherban@example.net,170 39 94,Астронавт,Микитюк-Носенко,33740.31,39410.34,1,Бакалавр,2024-06-08,Нова,,,Сайт компанії
372,27,Орхип Андрієвич,panasvernyhora@example.org,529 66 83,Педагог,Яремко and Sons,29991.93,33927.23,1,Магістр,2024-08-16,Розглядається,,,Сайт компанії
373,83,пані Альбіна Артимишин,lutsenkoiaroslav@example.net,737-87-94,Перекладач,Кащенко and Sons,49870.08,66964.91,14,Магістр,2024-03-04,Пропозиція,2024-03-07,"Інвалід ковзати сміятися метелик плід гіркий. Ідея єврейський прірва можливо застосовуватися.
Їсти мигнути монета прохід. Місце рішення колишній черговий заспівати ніч.",Сайт компанії
374,88,Хмара Мартин Олександрович,trokhym91@example.com,949 70 40,Педагог,Пустовіт-Ребрик,32396.6,45236.97,5,Бакалавр,2024-03-22,Пропозиція,2024-03-31,Художній природний чоловічок податковий синок міркування. Процес потрясти простір радість свіжий угодний близько звільнити. Збільшуватися адвокат дорогий мати вечір армійський.,Work.ua
375,17,Світлана Уманець,sirkovolodymyra@example.net,+380 79 111 14 90,Водій,Ляшко-Дахно,10893.5,16128.37,14,PhD,2023-11-02,Співбесіда,2023-11-10,,Сайт компанії
376,29,Богуслава Асаула,irenaieroshenko@example.org,151-00-99,Стропальник,"Павленко, Самойленко and Їжакевич",14041.16,19271.48,13,PhD,2024-01-18,Розглядається,,,Сайт компанії
377,91,Марина Рак,hkhmara@example.net,+380 13 176-26-54,Флорист,Данчук Group,10692.55,11905.29,13,Магістр,2023-03-13,Співбесіда,2023-03-27,,Рекомендація
378,48,Леонтій Єсипенко,iefrem85@example.com,238 66 86,Соціолог,"Макаренко, Засенко and Яремків",30924.93,36805.83,7,Середня,2023-10-25,Відхилено,2023-11-08,Багряний голубчик покидати зрозумілий секунда командування валюта решітка. Колишній постійний зелений вираз червень хата відповісти.,LinkedIn
379,15,Леонтій Артим,zabaraviktoriia@example.org,038-90-83,Парфюмер,Бабійчук and Sons,26752.25,36330.48,9,PhD,2024-11-03,Співбесіда,2024-11-16,,Рекомендація
380,85,Ірина Зінченко,ostapbashtan@example.org,+380 35 305 46 96,Няня,Лазаренко-Дахно,23550.94,28982.06,13,Середня,2024-04-17,Прийнято,2024-04-26,"Труп дрібниця прохід легко аналіз. Легко щур важливий прірва груди інтелектуальний головний. Гуляти заява вчений інтернет блискучий.
Вигнати тута гіркий заборонити. Армійський танцювати так художній.",Рекомендація
381,49,Демид Батуринець,hrechkookhrim@example.org,772 13 72,Модель,Атаманчук Inc,20070.02,26766.79,13,Магістр,2024-08-25,Прийнято,2024-08-29,Видимо гуляти решітка крутий вигнати. Сміливий пісня епоха зловити через вовк білизна благати.,Сайт компанії
382,85,Пріска Гриценко,abramchukroman@example.net,+380 41 122-83-25,Перекладач,"Жайворон, Єфименко and Козаченко",18620.65,21713.28,14,Магістр,2024-06-19,Відхилено,2024-07-02,"Художній зима що ґаздиня зміна трясти.
Полум'Я банда їсти незручно господь жорстокий витримати. Художній шкарпетка багряний порівняння купа-невеличка.",Сайт компанії
383,2,пан Валентин Оліфіренко,iasaula@example.net,+380 58 134-99-75,Етнограф,"Єщенко, Іщенко and Данильчук",40616.28,52482.84,0,PhD,2024-09-02,Нова,,,Інше
384,78,Олег Перебийніс,adadubyna@example.org,+380 38 613 22 93,Футболіст,Вернидуб and Sons,21521.82,29330.03,14,Магістр,2024-07-23,Пропозиція,2024-07-26,Прем'Єра похмуро ґудзик нарада загроза співрозмовник співати. Розлад танцювати виблискувати низький серйозний метал вскакивать страта.,Інше
385,71,Онисим Лавренко,uaverchenko@example.com,007 512 85 37,Математик,Ґалаґан-Кабалюк,47561.66,69267.64,4,Бакалавр,2024-03-09,Співбесіда,2024-03-18,,Інше
386,56,Орест Власюк,mykytazasenko@example.net,+380 86 245 53 97,Диригент,Михайлюк-Микитюк,44306.49,53817.61,1,PhD,2024-11-16,Нова,,,Рекомендація
387,9,Заєць Левко Сергійович,beibozhenko@example.net,+380 (64) 182-14-37,Громадський діяч,Приймак Group,16170.56,21691.1,2,PhD,2024-09-16,Нова,,,Рекомендація
388,71,Розалія Ванченко,laleksandrenko@example.org,067 411-78-09,Науковець,Дурдинець-Бабко,49788.39,60020.97,13,Середня,2024-03-18,Відхилено,2024-03-26,"Відповідність олівець салон. Вчора голубчик покидати спалити. Болото написати полум'я програміст.
Триста суглоб дружно основа роса. Головка зелений висловлюватися угодний синок.",Сайт компанії
389,3,Ярема Яременко,dlupii@example.net,+380 (46) 411-96-08,Модельєр,Ейбоженко Group,43118.6,51323.26,0,PhD,2024-12-18,Прийнято,2024-12-25,"Ніч палиця червʼяк зима. Нервово ремінь ремінь підкинути.
Академік гараж народ голубчик. Військовий колишній відзначити степ бетонний. Вітати танцювати співати теорія покидати.",LinkedIn
390,13,Юстина Гузій,stefan19@example.com,043 694 23 57,Реставратор,Колесниченко-Гайда,26835.73,32924.81,3,Бакалавр,2024-09-19,Співбесіда,2024-10-03,,Work.ua
391,79,Ілля Масоха,iosyp37@example.com,072 516 44 42,Професор,Короленко LLC,23588.11,32041.04,13,Середня,2024-11-02,Прийнято,2024-11-06,Білизна вигнати покинути хід заява. Бок поставити виникнення бак пропаганда зарплата нині виникнення.,LinkedIn
392,17,Еріка Батіг,korsunolena@example.org,+380 04 011 96 16,Піаніст,"Сіробаба, Габелко and Остапчук",32254.96,36913.19,13,PhD,2023-10-30,Пропозиція,2023-11-04,Район вскакивать заспокоїтися грати незвичний зловити. Друкувати мʼята покинути раніше хлопець матерія порівняння мить. Епоха вивчити відзначити.,Інше
393,41,пан Спас Смик,zynovii81@example.org,781 04 13,Палеонтолог,Базилевська PLC,19497.77,23611.89,10,Середня,2024-01-09,Нова,,,Сайт компанії
394,3,Лілія Ляшко,avrelii03@example.com,091 502 01 70,Кінорежисер,Єщенко-Фартушняк,30033.93,41171.66,9,PhD,2024-12-06,Прийнято,2024-12-15,Радити встати порода від'їзд наступати бригада ленінград. Безпорадний даль купа-невеличка викинути ремінь близько. Спалити степ звільнення чоловічок.,Інше
395,98,Ілля Філіпенко,lizagzhytskyi@example.com,051 903 59 88,Письменник,Засенко Group,36283.73,43541.48,9,Магістр,2024-03-31,Пропозиція,2024-04-13,"Лягати о упустити заплакати щастя керівник. Коричневий при багряний сонце поява.
Міркування юний мимо зміна колишній ручка правильний. Вовк основа промовчати будівництво.",Рекомендація
396,73,Давид Бабʼюк,priska84@example.com,+380 71 490-44-72,Шериф,Шинкаренко-Іванченко,33083.2,48071.16,11,Бакалавр,2023-11-06,Прийнято,2023-11-11,Коричневий неправда виконувати виникнення господь. Більше провал єдиний блін військовий друкувати провінція.,LinkedIn
397,75,Левко Фартушняк,mykhaliukvira@example.com,+380 73 357-17-73,Складальник,Бабко PLC,34403.46,38297.83,10,Магістр,2024-12-07,Співбесіда,2024-12-13,,Сайт компанії
398,28,Верменич Валентин Назарович,parasiukokseniia@example.org,+380 43 011-34-07,Актор,"Алексійчук, Левченко and Ейбоженко",37088.68,46688.63,5,Середня,2024-03-09,Прийнято,2024-03-22,Прощення мати безпорадний поїзд дошлий байдужий. Століття знаходити мотоцикл видимо зима м'який. Прохід витягувати через аналіз раніше.,Work.ua
399,31,Євген Лаба,wtarasenko@example.com,+380 65 878-21-97,Складальник,"Аронець, Вівчаренко and Бевзенко",28272.57,38044.63,11,PhD,2023-06-18,Розглядається,,,Рекомендація
400,100,Ірина Батюк,mykhailychenkohavrylo@example.net,+380 32 116-71-11,Флорист,"Цісик, Чумаченко and Палій",16195.88,22753.1,1,Магістр,2024-09-02,Співбесіда,2024-09-16,,Рекомендація
401,99,пані Віра Батіг,eduard24@example.net,014 188-21-71,Адвокат,Мамчур-Ейбоженко,12961.62,16480.81,4,Середня,2024-10-17,Нова,,,LinkedIn
402,19,Руслан Дутка,okseniia22@example.com,+380 20 478-50-87,Секретар,Саєнко-Бездітко,29205.0,42700.89,8,Бакалавр,2023-07-15,Пропозиція,2023-07-26,Бок темніти болото перетнути пристрій бетонний хата. Безглуздий благати черговий скинути.,Сайт компанії
403,4,Йосип Вертипорох,ielyseidanko@example.org,+380 (51) 796-80-73,Петрограф,"Пʼятаченко, Безбородько and Батіг",17924.27,26251.53,4,PhD,2024-04-06,Відхилено,2024-04-14,"Правління зрозумілий хліб вскакивать. Порт монета похмуро олівець щур командування. Боєць тьмяний аж гуляти розвернутися нині мить.
Набір гуляти уникати. Кора летіти здалеку друкувати темніти труп.",LinkedIn
404,23,Одарка Лавренко,valentyna64@example.com,400 30 80,Державний службовець,Бандера Ltd,22388.97,25475.52,11,Магістр,2024-03-09,Відхилено,2024-03-14,"Збудження через правління хліб пристрасть безглуздий. Радість монета діловий сміливий уникати приходити.
Мільярд кишеня кидати район. Покидати райком очко ручка загроза червʼяк.",Інше
405,38,Шило Азар Павлович,naverchenko@example.net,+380 94 111 24 89,Каскадер,"Запорожець, Скопенко and Іванченко",10494.42,14304.75,7,Магістр,2024-09-17,Співбесіда,2024-09-24,,Сайт компанії
406,94,Олесь Черненко,albina26@example.net,887 61 54,Шериф,"Аронець, Килимник and Парасюк",10354.67,13348.92,3,Середня,2024-11-27,Пропозиція,2024-12-01,Щастя роса метал покидати. Командування нога сходити затягнутися. Рис процес кишеня вивести низький розкішний ніч зупинити.,Сайт компанії
407,67,Борислав Литвин,rdemianenko@example.net,087 474-34-04,Єгер,Височан-Дейнека,21633.02,25100.34,13,PhD,2024-03-13,Співбесіда,2024-03-20,,Інше
408,28,Георгій Андріїшин,ltalan@example.com,534 16 09,Дерун,"Безбородько, Романець and Кармалюк",41746.93,52360.67,1,PhD,2024-04-02,Співбесіда,2024-04-14,,Work.ua
409,25,Мирослав Кащенко,shchorstrokhym@example.com,+380 (30) 725-63-85,Піаніст,Джунь PLC,20052.81,23319.14,4,Магістр,2024-01-15,Співбесіда,2024-01-24,,Сайт компанії
410,45,Едита Фесенко,zarubalukian@example.net,+380 (92) 494-20-36,Реставратор,"Шелест, Дашкевич and Корж",15305.21,21819.8,4,Магістр,2023-09-24,Співбесіда,2023-09-27,,Сайт компанії
411,76,пані Анастасія Вобла,pabramenko@example.com,+380 (98) 384-03-81,Музикант,Василевич Group,10604.39,11814.21,10,Бакалавр,2024-02-22,Пропозиція,2024-03-03,Сумний космос блін адже банк. Дошлий вовк тривога прохід ліхтарик світило. Темніти господь інтернет витримати. Вчора шкіра рот почуття крутий більше.,LinkedIn
412,88,Бараник Йосип Станіславович,orudyk@example.com,591 40 36,Акушер,Шевченко-Рудько,47439.05,57033.1,2,Середня,2024-08-12,Відхилено,2024-08-22,Академік дрімати дорогий зображати благати поставити.,Work.ua
413,100,Орися Андрощук,symon78@example.net,+380 (98) 713-00-58,Реставратор,"Чуприна, Архимович and Александренко",11656.47,15753.25,8,PhD,2024-09-02,Пропозиція,2024-09-15,Спосіб єдиний штаб груди упустити програміст.,LinkedIn
414,15,Дмитро Литвиненко,okhrymovychliza@example.net,+380 (00) 355-35-58,Живописець,Уманець PLC,22561.13,30934.28,6,Середня,2024-12-12,Прийнято,2024-12-25,Ягода супроводжуватися угодний адвокат заробити струмок м'який ручка. Більше блискучий слати уточнити. Колектив ліворуч степ.,Work.ua
415,60,Галина Лемешко,idashkevych@example.org,+380 31 428-04-50,Драматург,Павленко PLC,11559.6,15247.76,15,Магістр,2024-11-18,Розглядається,,,Work.ua
416,55,Віктор Чередник,boleslavhohol@example.org,+380 97 985 70 36,Гірничий інженер,Смик-Іванченко,41489.09,52235.57,12,Бакалавр,2024-06-01,Відхилено,2024-06-14,"Провал багряний факультет закласти болото рішення уточнити. Бетонний шкільний палиця наступати діставати запустити. Відповісти бетонний здригнутися.
Покидати червʼяк полум'я зима яблуко.",LinkedIn
417,40,Андріїшин Григорій Станіславович,khrystyna08@example.org,535-15-49,Перекладач,"Габелко, Ярема and Демиденко",12881.37,16700.03,1,Середня,2024-11-28,Пропозиція,2024-12-01,Наступати співати мета гідність колектив свіжий гіркий. Кишеня поява зловити трубка серйозний пірʼя. Отже низький порада валюта прірва пробувати.,Work.ua
418,64,Арсен Артим,marta50@example.org,079 182 28 54,Фотограф,Василевич Ltd,47807.49,58347.5,3,PhD,2024-11-11,Нова,,,LinkedIn
419,36,Скиба Наталія Трохимівна,nadiia78@example.com,+380 08 342-06-52,Хореограф,Свистун Ltd,29743.0,42776.74,4,Бакалавр,2024-12-12,Відхилено,2024-12-18,"Зелений художній зображати. Знищення прощення розгубитися інфекція.
Століття інший пристрій сумнівний м'який бок. Головний затягнутися уточнити бетонний палець близько гіркий.",Сайт компанії
420,33,Марина Рудик,alevtyncherinko@example.com,097 458 70 51,Стоматолог,Гунько LLC,12876.87,17836.2,3,PhD,2024-02-22,Прийнято,2024-03-01,Мати зрозумілий каюта шкільний прелесть. Провінція страта заспівати їсти рота супроводжуватися пити.,LinkedIn
421,91,Емілія Архимович,danchenkooleksa@example.com,995 06 78,Геолог,Слюсар Group,40711.13,49902.27,6,Бакалавр,2023-02-27,Співбесіда,2023-03-07,,Сайт компанії
422,99,Іван Гайда,wnazarenko@example.net,+380 19 933 78 28,Електротехнік,Дараган PLC,13349.32,15729.14,4,Середня,2024-10-18,Прийнято,2024-11-01,"Даль порада заява ґазда бригада століття. Ефект ідея багряний ліловий.
МʼЯта гіркий хлопець порт скинути правління. Юний пані заява пастух степ секунда. Століття їсти поява ручка спорт знімати.",Сайт компанії
423,82,Тереза Литвин,larysa07@example.org,058 550-65-24,Етнограф,"Оліфіренко, Христенко and Пустовіт",41346.29,57256.5,5,Середня,2024-06-08,Розглядається,,,Рекомендація
424,73,Миколай Конопленко,azar20@example.org,+380 63 169 09 22,Ветеринар,"Мазур, Франчук and Черненко",37466.69,41688.85,9,Середня,2024-07-04,Прийнято,2024-07-07,"Покидати розуміти мета монета прошепотіти видимо недолік ковзати. Домогтися метал заробити оборот. Пропаганда заява роса боєць.
Салон валюта мотоцикл природний блін запустити.",Work.ua
425,51,Пилип Юрчишин,babenkoiakiv@example.com,+380 39 747-81-20,Геофізик,"Павленко, Засуха and Гресь",11090.55,12968.08,5,PhD,2024-05-12,Співбесіда,2024-05-24,,Сайт компанії
426,92,Рубець Зорян Альбертович,anita05@example.com,+380 77 085 64 08,Геофізик,"Ґерета, Данькевич and Макаренко",29591.31,34129.21,5,Середня,2024-05-09,Пропозиція,2024-05-18,"Збудження байдужий зрозумілий. Ґазда рис гідність написати мигнути розуміти вітрина.
Виднітися банда зупинити виднітися паща. Нога чоловічок неправда робочий ідея.",Інше
427,30,Олена Величко,mykyta05@example.com,+380 81 132-25-18,Мікробіолог,"Рябошапка, Швачка and Наливайко",34583.96,51753.3,4,PhD,2024-10-01,Розглядається,,,Сайт компанії
428,62,Орхип Ковпак,hennadiitereshchuk@example.org,373-00-76,Ґрунтознавець,Карась LLC,22089.94,28414.13,1,Бакалавр,2024-06-25,Співбесіда,2024-07-02,,Сайт компанії
429,19,Оксенія Червоненко,avramenkosemen@example.net,+380 (25) 271-56-05,Геолог,Ющенко-Носенко,31907.73,37174.23,2,PhD,2023-07-14,Співбесіда,2023-07-23,,Сайт компанії
430,7,Олена Ковалюк,orysiariaboshapka@example.net,+380 31 716 77 01,Графік,"Яременко, Смик and Шеремет",48772.67,53716.27,5,Магістр,2024-12-12,Прийнято,2024-12-19,Дорогий вчений наштовхнутися купа-невеличка заробити секунда. Монета затримати керівник дорогий робочий. Пити неправда бочок трубка.,LinkedIn
431,100,пані Златослава Бевз,jrudyk@example.net,+380 (63) 622-21-39,Підприємець,Вакуленко-Петрик,35888.52,50049.59,9,Бакалавр,2024-12-25,Співбесіда,2025-01-07,,Інше
432,58,пан Трохим Дрозд,vdakhno@example.net,033 987 06 51,Кінокритик,"Засенко, Валенко and Єрошенко",27286.37,34382.76,2,Середня,2024-11-22,Розглядається,,,Інше
433,99,Орест Вишняк,poltavetsleontii@example.org,015 045-69-95,Шериф,"Вдовенко, Андрієнко and Оберемко",21911.92,31065.18,7,Бакалавр,2024-09-12,Пропозиція,2024-09-21,Покидати диявол боєць дрімати шкіра наполегливо танцювати. Поїзд демократія самостійно коваль. Розстебнути народ прошепотіти танцювати струмок покинути.,Рекомендація
434,40,Станіслав Салій,bohodarnosenko@example.com,+380 60 768 91 06,Каскадер,Заїка LLC,36660.86,41255.26,12,Бакалавр,2024-09-17,Прийнято,2024-09-24,"Синок звільнити прощення залучати зарплата фахівець пастух. Пристрій пірʼя пристойний інший гуляти.
Місце байдужий командувач податковий лапа що-небудь вітрина командування.",LinkedIn
435,85,Пармен Ємець,shaidabura@example.com,037 172-87-42,Юрист,"Дараган, Ковпак and Єфименко",35220.16,45051.77,15,PhD,2024-07-10,Прийнято,2024-07-22,Черевик передо полум'я трубка грати вчора. Покинути неправда наполегливо торгівля степ. Вітати гіркий метелик занадто полюбити.,Work.ua
436,23,Анжела Данченко,dannahavrysh@example.net,+380 79 965 27 23,Електромонтажник,Товстоліс-Терещенко,28808.1,40906.79,10,Магістр,2023-11-14,Пропозиція,2023-11-28,Навіщо протягувати несподіваний вчора хлопчисько метал тьмяний аж. Колектив призначити спорт сонце поїзд.,Сайт компанії
