logistics_id,transport_date,transport_type,destination_type,related_id,distance_km,fuel_consumption,transport_cost,driver_name,vehicle_number,start_time,estimated_arrival,actual_arrival,status
983,2024-08-30,Фура,Виробництво,1447,20,7.87,4721.25,Ілля Акименко,AA4532AA,2024-08-30 11:00:00,2024-08-30 11:20:00,2024-08-30 11:21:44.949005,Заплановано
984,2024-07-21,Легковий автомобіль,Склад,628,694,21.39,3286.81,Лілія Габелко,AA4960AA,2024-07-21 14:00:00,2024-07-22 01:34:00,2024-07-22 04:13:06.095510,Затримка
985,2023-02-22,Мікроавтобус,Виробництво,995,205,11.79,3817.1,Ростислав Франко,AA7148AA,2023-02-22 06:00:00,2023-02-22 09:25:00,2023-02-22 11:53:35.248887,Затримка
986,2023-11-02,Фура,Клієнт,604,870,9.85,2170.28,Геннадій Якимчук,AA4735AA,2023-11-02 22:00:00,2023-11-03 12:30:00,2023-11-03 12:57:44.269113,Заплановано
987,2023-07-02,Мікроавтобус,Постачальник,531,522,20.25,1289.58,Пилип Шведченко,AA9395AA,2023-07-02 07:00:00,2023-07-02 15:42:00,2023-07-02 16:53:05.303086,Доставлено
988,2024-02-09,Вантажівка,Клієнт,848,18,13.08,4244.55,Борис Ткаченко,AA7627AA,2024-02-09 00:00:00,2024-02-09 00:18:00,2024-02-09 00:51:28.721583,Доставлено
989,2023-01-20,Вантажівка,Постачальник,221,985,6.5,2251.53,Роксолана Гайдабура,AA2376AA,2023-01-20 23:00:00,2023-01-21 15:25:00,2023-01-21 17:32:26.838130,Затримка
990,2023-10-26,Вантажівка,Склад,1009,162,19.01,2058.72,Ольга Захаренко,AA1481AA,2023-10-26 16:00:00,2023-10-26 18:42:00,2023-10-26 19:36:13.484232,Доставлено
991,2023-03-13,Мікроавтобус,Постачальник,181,209,20.12,906.22,Климент Яременко,AA5966AA,2023-03-13 08:00:00,2023-03-13 11:29:00,2023-03-13 15:34:01.552323,Затримка
992,2024-01-24,Вантажівка,Клієнт,254,135,25.26,4322.33,пані Валентина Саченко,AA3275AA,2024-01-24 18:00:00,2024-01-24 20:15:00,2024-01-24 23:06:45.728922,Затримка
993,2023-11-19,Фура,Постачальник,1043,475,15.84,1885.76,Богодар Абрамчук,AA1945AA,2023-11-19 14:00:00,2023-11-19 21:55:00,2023-11-20 01:32:41.704987,Затримка
994,2023-06-11,Фура,Клієнт,524,737,29.38,4347.66,пан Аврелій Хмара,AA8864AA,2023-06-11 23:00:00,2023-06-12 11:17:00,2023-06-12 11:39:49.437094,В дорозі
995,2024-06-16,Вантажівка,Постачальник,1108,244,18.68,2317.21,Єлисавета Чередник,AA3513AA,2024-06-16 22:00:00,2024-06-17 02:04:00,2024-06-17 03:17:58.430444,В дорозі
996,2023-11-03,Фура,Постачальник,764,97,10.56,1344.45,Світлана Андрейко,AA6107AA,2023-11-03 09:00:00,2023-11-03 10:37:00,2023-11-03 15:29:19.635542,Затримка
997,2024-09-02,Мікроавтобус,Виробництво,946,293,11.94,2541.82,Міщенко Олександр Прохорович,AA5074AA,2024-09-02 13:00:00,2024-09-02 17:53:00,2024-09-02 19:20:10.086781,Доставлено
998,2024-02-13,Вантажівка,Виробництво,1242,147,7.05,1501.0,Амалія Бакуменко,AA3507AA,2024-02-13 03:00:00,2024-02-13 05:27:00,2024-02-13 08:39:27.054385,Затримка
999,2023-07-04,Фура,Виробництво,167,474,8.12,2496.48,Оксенія Оберемко,AA1283AA,2023-07-04 21:00:00,2023-07-05 04:54:00,2023-07-05 04:46:17.564377,В дорозі
1000,2024-03-29,Мікроавтобус,Виробництво,1051,336,26.96,3541.64,Баклан Данна Ярославівна,AA2338AA,2024-03-29 15:00:00,2024-03-29 20:36:00,2024-03-29 20:14:06.760889,В дорозі
1001,2023-12-30,Легковий автомобіль,Виробництво,680,938,9.6,3881.8,Аврелій Яценко,AA3167AA,2023-12-30 13:00:00,2023-12-31 04:38:00,2023-12-31 07:04:10.519576,Затримка
1002,2023-10-27,Фура,Склад,889,115,26.57,4327.74,Франц Шеремета,AA5483AA,2023-10-27 17:00:00,2023-10-27 18:55:00,2023-10-27 18:34:40.233605,В дорозі
1003,2023-11-18,Вантажівка,Постачальник,759,14,16.23,3531.21,Сацюк Адам Станіславович,AA5555AA,2023-11-18 05:00:00,2023-11-18 05:14:00,2023-11-18 05:16:40.738620,Заплановано
1004,2023-02-27,Мікроавтобус,Клієнт,963,234,17.96,1168.19,Альбіна Хорішко,AA9063AA,2023-02-27 05:00:00,2023-02-27 08:54:00,2023-02-27 10:13:05.632457,Доставлено
1005,2023-10-02,Фура,Виробництво,907,723,27.35,4930.45,Софія Іщенко,AA3229AA,2023-10-02 11:00:00,2023-10-02 23:03:00,2023-10-02 23:44:01.246476,Заплановано
1006,2023-03-20,Мікроавтобус,Постачальник,721,778,29.94,4265.95,Сніжана Ажажа,AA1924AA,2023-03-20 16:00:00,2023-03-21 04:58:00,2023-03-21 05:02:31.134677,В дорозі
1007,2024-12-29,Фура,Виробництво,164,720,24.2,2789.51,Леонтій Пустовіт,AA9562AA,2024-12-29 00:00:00,2024-12-29 12:00:00,2024-12-29 11:46:06.940877,Доставлено
1008,2023-09-20,Вантажівка,Постачальник,434,536,22.41,4221.77,Світлана Єсипенко,AA2296AA,2023-09-20 08:00:00,2023-09-20 16:56:00,2023-09-20 21:40:41.162159,Затримка
1009,2024-03-06,Вантажівка,Постачальник,1487,701,24.77,2254.8,Данна Лисенко,AA5766AA,2024-03-06 06:00:00,2024-03-06 17:41:00,2024-03-06 17:45:21.498229,В дорозі
1010,2024-01-15,Вантажівка,Постачальник,1439,361,7.25,2508.67,Зиновій Єрошенко,AA5498AA,2024-01-15 20:00:00,2024-01-16 02:01:00,2024-01-16 02:38:57.168456,Заплановано
1011,2023-01-23,Легковий автомобіль,Постачальник,167,813,5.54,4853.69,Трохим Юрчук,AA1493AA,2023-01-23 10:00:00,2023-01-23 23:33:00,2023-01-24 02:49:46.532947,Затримка
1012,2024-12-22,Фура,Клієнт,89,2,7.4,2424.9,Джунь Леонтій Хомович,AA6235AA,2024-12-22 21:00:00,2024-12-22 21:02:00,2024-12-22 22:15:47.114449,Доставлено
1013,2024-04-19,Легковий автомобіль,Склад,1452,316,10.35,3948.39,Бакуменко Світлана Трохимівна,AA2114AA,2024-04-19 22:00:00,2024-04-20 03:16:00,2024-04-20 03:35:53.059426,Заплановано
1014,2023-05-16,Вантажівка,Постачальник,221,483,8.56,506.38,Демид Дубина,AA2174AA,2023-05-16 12:00:00,2023-05-16 20:03:00,2023-05-16 19:49:59.367542,Заплановано
1015,2023-08-24,Фура,Склад,701,15,25.1,2061.53,Святослава Атаманюк,AA9903AA,2023-08-24 20:00:00,2023-08-24 20:15:00,2023-08-24 20:02:47.844065,Заплановано
1016,2023-04-30,Легковий автомобіль,Клієнт,495,109,26.27,3001.77,Демид Габелко,AA8049AA,2023-04-30 10:00:00,2023-04-30 11:49:00,2023-04-30 12:08:37.302320,Доставлено
1017,2024-06-30,Легковий автомобіль,Виробництво,840,898,7.72,3717.32,Леонід Голик,AA2342AA,2024-06-30 06:00:00,2024-06-30 20:58:00,2024-06-30 23:12:21.773186,Затримка
1018,2023-07-15,Мікроавтобус,Постачальник,1357,781,15.39,2267.68,Симон Дубина,AA1582AA,2023-07-15 16:00:00,2023-07-16 05:01:00,2023-07-16 04:34:08.533749,Доставлено
1019,2023-09-12,Вантажівка,Виробництво,763,584,15.0,595.32,пані Анжела Вишняк,AA1261AA,2023-09-12 07:00:00,2023-09-12 16:44:00,2023-09-12 16:45:00.162597,Доставлено
1020,2023-09-21,Вантажівка,Склад,1430,330,24.01,3466.51,Варвара Лаба,AA7543AA,2023-09-21 11:00:00,2023-09-21 16:30:00,2023-09-21 17:22:08.429072,В дорозі
1021,2024-08-26,Мікроавтобус,Клієнт,906,981,25.95,2260.67,Стефан Редько,AA9305AA,2024-08-26 00:00:00,2024-08-26 16:21:00,2024-08-26 18:14:44.758168,Заплановано
1022,2024-02-15,Мікроавтобус,Виробництво,1015,875,22.09,4403.5,Софія Адаменко,AA7440AA,2024-02-15 13:00:00,2024-02-16 03:35:00,2024-02-16 04:49:13.137351,Заплановано
1023,2024-06-26,Фура,Постачальник,1428,966,9.58,668.94,добродій Георгій Запорожець,AA2488AA,2024-06-26 00:00:00,2024-06-26 16:06:00,2024-06-26 20:29:20.030138,Затримка
1024,2024-12-10,Вантажівка,Клієнт,789,359,7.01,2377.87,Веніямин Овчаренко,AA2152AA,2024-12-10 03:00:00,2024-12-10 08:59:00,2024-12-10 09:50:53.274199,Доставлено
1025,2023-07-11,Легковий автомобіль,Постачальник,326,628,18.14,4500.13,Їжакевич Мілена Лесівна,AA3677AA,2023-07-11 22:00:00,2023-07-12 08:28:00,2023-07-12 11:01:27.448724,Затримка
1026,2024-11-03,Фура,Склад,830,540,28.94,2060.17,Ліза Дубина,AA7332AA,2024-11-03 00:00:00,2024-11-03 09:00:00,2024-11-03 11:13:48.201087,Затримка
1027,2024-04-21,Фура,Виробництво,754,996,6.1,3152.72,Романчук Алла Євгенівна,AA7454AA,2024-04-21 02:00:00,2024-04-21 18:36:00,2024-04-21 19:22:06.360452,В дорозі
1028,2024-04-27,Вантажівка,Виробництво,204,141,22.67,1989.37,Богуслава Артимович,AA1718AA,2024-04-27 17:00:00,2024-04-27 19:21:00,2024-04-27 22:29:05.150348,Затримка
1029,2024-07-29,Фура,Клієнт,773,960,8.84,1345.53,пан Йосип Михайлюк,AA6752AA,2024-07-29 07:00:00,2024-07-29 23:00:00,2024-07-30 00:18:51.999676,Доставлено
1030,2024-03-14,Легковий автомобіль,Виробництво,616,449,20.93,1497.04,Марта Зінкевич,AA7626AA,2024-03-14 05:00:00,2024-03-14 12:29:00,2024-03-14 12:33:48.977483,В дорозі
1031,2023-05-19,Фура,Постачальник,585,901,11.65,2338.96,Лариса Короленко,AA8431AA,2023-05-19 16:00:00,2023-05-20 07:01:00,2023-05-20 08:47:18.787833,Заплановано
1032,2023-09-07,Легковий автомобіль,Постачальник,1254,452,19.03,4576.33,пан Володимир Аронець,AA8008AA,2023-09-07 09:00:00,2023-09-07 16:32:00,2023-09-07 17:08:41.268750,Заплановано
1033,2024-01-03,Мікроавтобус,Склад,673,403,9.22,546.6,Микита Бараник,AA2261AA,2024-01-03 01:00:00,2024-01-03 07:43:00,2024-01-03 12:31:10.069970,Затримка
1034,2023-10-22,Фура,Постачальник,987,689,12.73,4893.28,Марина Андрієнко,AA5249AA,2023-10-22 15:00:00,2023-10-23 02:29:00,2023-10-23 04:10:58.795044,Заплановано
1035,2023-11-01,Легковий автомобіль,Виробництво,855,585,20.39,1690.07,пані Валентина Худяк,AA5936AA,2023-11-01 03:00:00,2023-11-01 12:45:00,2023-11-01 13:19:23.531679,Доставлено
1036,2024-07-31,Легковий автомобіль,Клієнт,863,388,20.61,1796.09,Олег Худяк,AA5942AA,2024-07-31 17:00:00,2024-07-31 23:28:00,2024-07-31 23:39:32.999685,Доставлено
1037,2023-03-17,Вантажівка,Склад,418,111,18.57,4681.45,Мирослав Фартушняк,AA3334AA,2023-03-17 15:00:00,2023-03-17 16:51:00,2023-03-17 18:27:40.298580,Заплановано
1038,2024-12-29,Вантажівка,Клієнт,872,77,19.56,955.08,Ярослава Вишивана,AA6518AA,2024-12-29 11:00:00,2024-12-29 12:17:00,2024-12-29 13:22:20.167535,В дорозі
1039,2024-12-01,Мікроавтобус,Клієнт,525,729,24.04,541.66,Клавдія Ярема,AA2380AA,2024-12-01 23:00:00,2024-12-02 11:09:00,2024-12-02 12:35:28.024889,В дорозі
1040,2024-09-27,Легковий автомобіль,Клієнт,670,24,19.31,2828.67,Леопольд Харченко,AA2496AA,2024-09-27 03:00:00,2024-09-27 03:24:00,2024-09-27 04:41:04.839088,Доставлено
1041,2023-03-14,Мікроавтобус,Склад,487,736,5.77,4605.07,Миколай Дашенко,AA5955AA,2023-03-14 19:00:00,2023-03-15 07:16:00,2023-03-15 07:25:44.965609,В дорозі
1042,2023-07-02,Легковий автомобіль,Постачальник,63,625,19.43,3057.57,Антон Базилевський,AA5576AA,2023-07-02 11:00:00,2023-07-02 21:25:00,2023-07-02 22:11:17.924357,Доставлено
1043,2023-06-14,Легковий автомобіль,Склад,1245,79,7.32,1893.56,Амалія Орлик,AA6175AA,2023-06-14 04:00:00,2023-06-14 05:19:00,2023-06-14 06:17:37.092265,Доставлено
1044,2024-10-05,Легковий автомобіль,Склад,1028,645,12.57,840.55,Аврелій Цісик,AA5453AA,2024-10-05 11:00:00,2024-10-05 21:45:00,2024-10-06 01:03:40.651786,Затримка
1045,2023-03-10,Вантажівка,Постачальник,849,247,16.8,4047.38,Марія Фесенко,AA1178AA,2023-03-10 12:00:00,2023-03-10 16:07:00,2023-03-10 15:50:48.231336,Доставлено
1046,2023-02-18,Легковий автомобіль,Виробництво,436,254,5.76,4493.52,пан Антон Оберемко,AA8760AA,2023-02-18 10:00:00,2023-02-18 14:14:00,2023-02-18 14:54:28.845125,В дорозі
1047,2024-08-15,Вантажівка,Клієнт,996,942,28.76,2664.49,Адам Дзюба,AA5181AA,2024-08-15 17:00:00,2024-08-16 08:42:00,2024-08-16 11:28:41.254577,Затримка
1048,2024-02-11,Вантажівка,Виробництво,961,188,23.27,4685.71,Федір Свириденко,AA7444AA,2024-02-11 16:00:00,2024-02-11 19:08:00,2024-02-11 21:07:11.670247,Заплановано
1049,2024-04-03,Мікроавтобус,Виробництво,225,51,20.76,1033.68,Віра Чекалюк,AA4465AA,2024-04-03 11:00:00,2024-04-03 11:51:00,2024-04-03 15:25:40.886542,Затримка
1050,2023-01-25,Легковий автомобіль,Склад,909,116,14.61,2887.98,Баклан Марʼяна Мартинівна,AA7913AA,2023-01-25 01:00:00,2023-01-25 02:56:00,2023-01-25 07:46:40.972039,Затримка
1051,2024-06-07,Легковий автомобіль,Склад,142,23,21.4,993.89,пан Данило Цушко,AA3960AA,2024-06-07 01:00:00,2024-06-07 01:23:00,2024-06-07 02:21:59.831902,В дорозі
1052,2023-08-16,Легковий автомобіль,Виробництво,355,350,11.12,2984.72,Валентин Гречко,AA7836AA,2023-08-16 18:00:00,2023-08-16 23:50:00,2023-08-17 04:05:25.917537,Затримка
1053,2024-10-18,Мікроавтобус,Клієнт,477,32,7.87,4307.86,Єлисавета Цісик,AA2182AA,2024-10-18 18:00:00,2024-10-18 18:32:00,2024-10-18 21:37:49.624985,Затримка
1054,2023-07-07,Мікроавтобус,Склад,999,267,16.03,4862.26,Зиновій Алексеєнко,AA7583AA,2023-07-07 03:00:00,2023-07-07 07:27:00,2023-07-07 10:04:19.670911,Затримка
1055,2024-11-23,Вантажівка,Клієнт,175,603,18.69,4040.16,Надія Ейбоженко,AA2657AA,2024-11-23 15:00:00,2024-11-24 01:03:00,2024-11-24 01:57:31.932098,Заплановано
1056,2023-05-09,Фура,Клієнт,223,124,27.44,1895.88,Ліза Цибуленко,AA6902AA,2023-05-09 08:00:00,2023-05-09 10:04:00,2023-05-09 10:03:51.093018,Доставлено
1057,2024-01-25,Фура,Склад,1139,654,24.58,2024.2,Стефан Кабаненко,AA1643AA,2024-01-25 09:00:00,2024-01-25 19:54:00,2024-01-25 19:24:02.419495,Заплановано
1058,2023-06-18,Фура,Клієнт,219,938,8.28,3832.55,Надія Колодуб,AA5767AA,2023-06-18 10:00:00,2023-06-19 01:38:00,2023-06-19 02:27:35.019938,В дорозі
1059,2024-10-09,Легковий автомобіль,Постачальник,384,985,12.14,1119.67,Сергій Лесик,AA9294AA,2024-10-09 19:00:00,2024-10-10 11:25:00,2024-10-10 11:33:57.064320,В дорозі
1060,2024-11-29,Легковий автомобіль,Склад,447,169,28.03,3463.06,Розалія Дашенко,AA9404AA,2024-11-29 16:00:00,2024-11-29 18:49:00,2024-11-29 19:42:31.442996,Заплановано
1061,2024-07-22,Вантажівка,Постачальник,39,242,14.78,3328.97,пан Віктор Килимник,AA1891AA,2024-07-22 11:00:00,2024-07-22 15:02:00,2024-07-22 14:49:36.331790,Заплановано
1062,2024-02-21,Фура,Склад,500,7,28.39,3873.79,Клавдія Уманець,AA9436AA,2024-02-21 08:00:00,2024-02-21 08:07:00,2024-02-21 08:47:03.454308,Заплановано
1063,2024-12-09,Легковий автомобіль,Клієнт,390,531,25.93,4939.79,Степан Луценко,AA5292AA,2024-12-09 21:00:00,2024-12-10 05:51:00,2024-12-10 06:31:00.525543,Доставлено
1064,2024-04-06,Мікроавтобус,Постачальник,619,687,15.85,3094.63,Орися Цимбал,AA4117AA,2024-04-06 06:00:00,2024-04-06 17:27:00,2024-04-06 17:04:55.846165,Доставлено
1065,2024-10-26,Легковий автомобіль,Постачальник,1189,879,14.21,4292.94,Величко Костянтин Трохимович,AA7070AA,2024-10-26 09:00:00,2024-10-26 23:39:00,2024-10-27 00:36:54.983468,Заплановано
1066,2023-02-11,Вантажівка,Клієнт,211,962,7.69,3729.88,Тимофій Зінчук,AA1162AA,2023-02-11 19:00:00,2023-02-12 11:02:00,2023-02-12 11:36:15.130646,Доставлено
1067,2024-11-28,Мікроавтобус,Клієнт,345,665,23.85,4494.12,Демид Давиденко,AA5469AA,2024-11-28 05:00:00,2024-11-28 16:05:00,2024-11-28 20:28:33.606655,Затримка
1068,2023-11-05,Легковий автомобіль,Постачальник,578,16,19.3,4452.32,Олександр Кальченко,AA6743AA,2023-11-05 16:00:00,2023-11-05 16:16:00,2023-11-05 15:46:11.485286,Доставлено
1069,2024-09-23,Фура,Постачальник,221,274,8.51,1358.6,Володимир Чорновіл,AA2861AA,2024-09-23 08:00:00,2024-09-23 12:34:00,2024-09-23 15:49:03.275184,Затримка
1070,2024-10-30,Фура,Виробництво,1060,125,16.14,2300.92,Василь Ковалюк,AA3924AA,2024-10-30 02:00:00,2024-10-30 04:05:00,2024-10-30 03:56:22.532210,Доставлено
1071,2024-03-10,Фура,Постачальник,934,147,20.47,4696.71,Оксенія Шелест,AA2272AA,2024-03-10 05:00:00,2024-03-10 07:27:00,2024-03-10 08:59:39.757350,В дорозі
1072,2023-07-21,Вантажівка,Постачальник,292,415,26.16,3023.57,Пріска Кальченко,AA3809AA,2023-07-21 19:00:00,2023-07-22 01:55:00,2023-07-22 01:55:16.108383,В дорозі
1073,2023-05-16,Фура,Клієнт,255,72,27.75,4297.98,Віолетта Овсієнко,AA5676AA,2023-05-16 04:00:00,2023-05-16 05:12:00,2023-05-16 07:10:44.143503,Доставлено
1074,2023-12-25,Мікроавтобус,Виробництво,951,160,27.14,551.99,добродій Павло Абрамчук,AA7581AA,2023-12-25 15:00:00,2023-12-25 17:40:00,2023-12-25 18:06:26.656479,Доставлено
1075,2024-09-03,Легковий автомобіль,Склад,78,20,7.11,2927.48,Соломон Черненко,AA7208AA,2024-09-03 17:00:00,2024-09-03 17:20:00,2024-09-03 19:17:48.734397,В дорозі
1076,2024-04-04,Фура,Постачальник,1181,603,10.38,3212.96,Лариса Бабко,AA9446AA,2024-04-04 09:00:00,2024-04-04 19:03:00,2024-04-04 20:50:06.374466,Заплановано
1077,2023-01-28,Мікроавтобус,Виробництво,762,17,26.2,3649.44,Адам Голобородько,AA7798AA,2023-01-28 06:00:00,2023-01-28 06:17:00,2023-01-28 06:31:39.051396,Заплановано
1078,2023-01-12,Фура,Склад,699,61,20.54,584.3,Тарас Верхола,AA8976AA,2023-01-12 03:00:00,2023-01-12 04:01:00,2023-01-12 05:57:23.778521,В дорозі
1079,2023-09-02,Мікроавтобус,Склад,1032,284,26.3,4721.94,Сергій Бебешко,AA2940AA,2023-09-02 10:00:00,2023-09-02 14:44:00,2023-09-02 14:51:02.849242,В дорозі
1080,2024-05-06,Легковий автомобіль,Виробництво,424,215,24.91,3437.35,Верховинець Кирило Владиславович,AA1498AA,2024-05-06 23:00:00,2024-05-07 02:35:00,2024-05-07 02:30:05.173465,Заплановано
1081,2024-11-12,Мікроавтобус,Постачальник,394,178,10.93,1984.37,Гузій Варвара Францівна,AA4814AA,2024-11-12 11:00:00,2024-11-12 13:58:00,2024-11-12 15:43:11.249474,Заплановано
1082,2024-12-12,Вантажівка,Клієнт,650,955,27.57,3472.03,Валерій Деряжний,AA8014AA,2024-12-12 12:00:00,2024-12-13 03:55:00,2024-12-13 05:06:59.573156,Доставлено
1083,2024-10-05,Фура,Клієнт,788,555,22.13,792.85,Роман Карпа,AA5029AA,2024-10-05 07:00:00,2024-10-05 16:15:00,2024-10-05 17:30:33.063486,Доставлено
1084,2023-11-05,Легковий автомобіль,Виробництво,90,917,17.44,2372.26,пані Володимира Яременко,AA5454AA,2023-11-05 17:00:00,2023-11-06 08:17:00,2023-11-06 13:11:59.937128,Затримка
1085,2024-07-31,Вантажівка,Постачальник,116,676,19.56,2365.81,Анастасія Овчаренко,AA3405AA,2024-07-31 20:00:00,2024-08-01 07:16:00,2024-08-01 09:37:55.427197,Затримка
1086,2024-08-08,Легковий автомобіль,Постачальник,145,885,18.85,4457.98,Степан Забарний,AA5357AA,2024-08-08 07:00:00,2024-08-08 21:45:00,2024-08-08 21:23:42.942685,В дорозі
1087,2023-12-01,Фура,Виробництво,1242,451,24.84,2073.45,Дан Тимченко,AA8070AA,2023-12-01 22:00:00,2023-12-02 05:31:00,2023-12-02 10:07:02.529517,Затримка
1088,2023-09-12,Вантажівка,Клієнт,482,79,22.41,3412.09,Данна Якимчук,AA6148AA,2023-09-12 20:00:00,2023-09-12 21:19:00,2023-09-12 23:26:39.593494,Затримка
1089,2023-09-26,Легковий автомобіль,Виробництво,1059,993,21.14,1222.12,Еріка Зінкевич,AA8829AA,2023-09-26 22:00:00,2023-09-27 14:33:00,2023-09-27 14:53:34.434101,Доставлено
1090,2024-12-12,Фура,Склад,1090,50,11.27,2577.32,Царенко Олекса Охрімович,AA5703AA,2024-12-12 15:00:00,2024-12-12 15:50:00,2024-12-12 16:50:30.919574,Доставлено
1091,2024-07-07,Легковий автомобіль,Клієнт,207,786,29.41,3857.48,Олександр Притула,AA9005AA,2024-07-07 19:00:00,2024-07-08 08:06:00,2024-07-08 09:23:46.001225,Заплановано
1092,2024-09-01,Легковий автомобіль,Виробництво,1359,585,21.78,2309.37,Андрій Кабаненко,AA4486AA,2024-09-01 02:00:00,2024-09-01 11:45:00,2024-09-01 11:27:22.097384,Заплановано
1093,2024-02-22,Мікроавтобус,Виробництво,659,457,26.72,1291.42,Ярослава Піддубна,AA8918AA,2024-02-22 14:00:00,2024-02-22 21:37:00,2024-02-22 23:46:01.197998,Затримка
1094,2023-07-02,Легковий автомобіль,Виробництво,1203,192,23.23,663.84,Євген Вергун,AA3027AA,2023-07-02 21:00:00,2023-07-03 00:12:00,2023-07-02 23:55:13.473333,В дорозі
1095,2023-06-29,Легковий автомобіль,Склад,1110,708,26.97,3436.6,Ірина Фесенко,AA7634AA,2023-06-29 05:00:00,2023-06-29 16:48:00,2023-06-29 18:09:14.097924,Доставлено
1096,2023-03-24,Мікроавтобус,Склад,361,791,15.69,2139.17,Оксана Захаренко,AA4393AA,2023-03-24 10:00:00,2023-03-24 23:11:00,2023-03-24 23:58:12.811924,Доставлено
1097,2024-09-28,Легковий автомобіль,Клієнт,54,227,27.07,4540.58,Ада Вахній,AA5099AA,2024-09-28 14:00:00,2024-09-28 17:47:00,2024-09-28 18:51:07.362414,В дорозі
1098,2024-06-17,Легковий автомобіль,Клієнт,302,550,22.82,3647.27,Олекса Лемешко,AA2483AA,2024-06-17 04:00:00,2024-06-17 13:10:00,2024-06-17 14:15:44.902726,Доставлено
1099,2024-09-16,Фура,Виробництво,1457,596,13.63,909.69,Пріска Ільченко,AA9939AA,2024-09-16 15:00:00,2024-09-17 00:56:00,2024-09-17 00:52:27.587461,В дорозі
1100,2024-03-11,Вантажівка,Клієнт,756,280,12.46,4802.87,Марта Пилипенко,AA2463AA,2024-03-11 12:00:00,2024-03-11 16:40:00,2024-03-11 16:25:45.120467,В дорозі
1101,2024-06-20,Фура,Склад,221,721,26.68,1929.56,Стефан Джунь,AA3130AA,2024-06-20 02:00:00,2024-06-20 14:01:00,2024-06-20 18:34:56.031881,Затримка
1102,2024-06-17,Легковий автомобіль,Склад,466,200,22.73,1492.29,Болеслав Гайворонський,AA4601AA,2024-06-17 18:00:00,2024-06-17 21:20:00,2024-06-17 22:36:19.818212,Заплановано
1103,2024-07-19,Фура,Виробництво,367,379,5.5,883.98,Трохим Нестайко,AA8727AA,2024-07-19 06:00:00,2024-07-19 12:19:00,2024-07-19 12:48:13.451435,В дорозі
1104,2024-03-30,Мікроавтобус,Постачальник,493,822,22.78,4743.71,Зорян Макаренко,AA1703AA,2024-03-30 20:00:00,2024-03-31 09:42:00,2024-03-31 09:24:46.702490,В дорозі
1105,2024-08-28,Легковий автомобіль,Склад,816,129,25.38,4816.61,Варвара Романенко,AA2343AA,2024-08-28 19:00:00,2024-08-28 21:09:00,2024-08-28 22:45:49.484551,В дорозі
1106,2024-11-08,Легковий автомобіль,Склад,1444,213,8.5,2770.73,Леонтій Усик,AA2476AA,2024-11-08 20:00:00,2024-11-08 23:33:00,2024-11-09 00:02:57.286636,Заплановано
1107,2024-01-19,Вантажівка,Клієнт,186,295,15.4,638.02,Марʼяна Онищенко,AA3577AA,2024-01-19 17:00:00,2024-01-19 21:55:00,2024-01-20 01:22:50.419998,Затримка
1108,2023-10-02,Мікроавтобус,Склад,1074,476,26.78,2176.68,Алевтин Червоненко,AA8543AA,2023-10-02 01:00:00,2023-10-02 08:56:00,2023-10-02 10:24:53.597515,Доставлено
1109,2024-03-18,Мікроавтобус,Виробництво,596,651,28.42,4759.58,Зубко Роксолана Стефанівна,AA4254AA,2024-03-18 04:00:00,2024-03-18 14:51:00,2024-03-18 14:53:19.687279,Заплановано
1110,2023-06-15,Фура,Клієнт,229,332,22.22,508.92,Ігор Андрейко,AA3496AA,2023-06-15 19:00:00,2023-06-16 00:32:00,2023-06-16 03:38:42.416931,Затримка
1111,2023-09-25,Легковий автомобіль,Виробництво,121,239,16.98,3623.07,Гліб Данько,AA4589AA,2023-09-25 22:00:00,2023-09-26 01:59:00,2023-09-26 01:32:28.589203,В дорозі
1112,2024-01-21,Вантажівка,Виробництво,1319,137,10.52,2299.89,Якименко Златослава Аркадіївна,AA7730AA,2024-01-21 00:00:00,2024-01-21 02:17:00,2024-01-21 03:19:40.234887,В дорозі
1113,2024-12-28,Мікроавтобус,Постачальник,777,900,6.99,922.64,Йосип Яковенко,AA3948AA,2024-12-28 07:00:00,2024-12-28 22:00:00,2024-12-28 23:32:45.075510,Доставлено
1114,2024-03-17,Вантажівка,Склад,625,554,23.96,4356.97,Варвара Рябець,AA4725AA,2024-03-17 14:00:00,2024-03-17 23:14:00,2024-03-18 00:22:37.348482,Доставлено
1115,2024-03-25,Фура,Склад,309,770,12.48,4123.76,Максим Приходько,AA3080AA,2024-03-25 03:00:00,2024-03-25 15:50:00,2024-03-25 17:38:48.419548,Заплановано
1116,2023-03-03,Фура,Постачальник,898,431,8.33,4176.6,Олесь Ісаєвич,AA6242AA,2023-03-03 10:00:00,2023-03-03 17:11:00,2023-03-03 19:10:18.634716,Доставлено
1117,2023-01-10,Вантажівка,Склад,742,656,23.36,2682.6,Ліза Устенко,AA4325AA,2023-01-10 08:00:00,2023-01-10 18:56:00,2023-01-10 19:49:34.859057,Доставлено
1118,2024-02-13,Мікроавтобус,Виробництво,572,442,6.65,1131.55,Еріка Абрамчук,AA7038AA,2024-02-13 15:00:00,2024-02-13 22:22:00,2024-02-13 23:01:48.787014,Доставлено
1119,2023-07-28,Вантажівка,Склад,773,629,6.77,609.63,Панас Іваничук,AA6240AA,2023-07-28 09:00:00,2023-07-28 19:29:00,2023-07-28 22:25:11.484585,Затримка
