transaction_id,date,type,debit_account,credit_account,amount,description,reference_id,status,created_by,created_at,approved_by,approved_at,currency,exchange_rate
4012,2024-08-17,Інше,1100,1000,79281.98,Прощення що прошепотіти рот редактор ідея.,TRX-4012,Очікує,Марʼяна Дейсун,2024-08-17,Алла Гаєвська,2024-08-18 20:00:00,UAH,1.0
4013,2024-08-11,Зарплата,4100,1000,23109.62,Виплата заробітної плати,TRX-4013,Очікує,Ващенко-Захарченко Назар Аврелійович,2024-08-11,Вікторія Царенко,2024-08-12 00:00:00,UAH,1.0
4014,2024-12-20,Закупівля,4500,1000,36421.41,Сміятися вибирати інтернет гуляти простір чітко.,TRX-4014,Проведено,Маруся Дерегус,2024-12-20,Єлисавета Уманець,,UAH,1.0
4015,2023-08-02,Закупівля,4200,1000,53257.79,Навряд знаходити ланцюжок падати поставити.,TRX-4015,Відхилено,Валентина Ковпак,2023-08-02,пан Макар Єресько,,UAH,1.0
4016,2024-08-28,Інше,1000,1000,85940.89,Факультет зображати число редактор.,TRX-4016,Очікує,Алевтин Дутка,2024-08-28,Миколай Усик,2024-08-28 06:00:00,UAH,1.0
4017,2024-04-02,Продаж,1000,3000,440225.39999999997,Продаж товару 17,SALE-555,Відхилено,Камілла Фаренюк,2024-04-02,Ілля Носенко,,UAH,1.0
4018,2024-09-03,Закупівля,4300,1000,42629.68,Солома міф райком яблуко при дрібниця.,TRX-4018,Відхилено,Ярема Зубко,2024-09-03,Орися Рубан,2024-09-03 08:00:00,UAH,1.0
4019,2024-10-13,Закупівля,2100,1000,89085.07,Раніше степ перед постійний.,TRX-4019,Проведено,Юстим Дахно,2024-10-13,Василь Гаєвський,2024-10-14 01:00:00,UAH,1.0
4020,2023-07-28,Зарплата,4100,1000,44909.23,Виплата заробітної плати,TRX-4020,Очікує,Іван Носенко,2023-07-28,Костянтин Овчаренко,2023-07-28 08:00:00,UAH,1.0
4021,2024-08-06,Продаж,1000,3000,246441.14879999997,Продаж товару 66,SALE-88,Очікує,Людмила Приймак,2024-08-06,Вікторія Сич,,UAH,1.0
4022,2023-07-08,Інше,4000,1000,46140.31,Монета основа інфекція призначити академік.,TRX-4022,Очікує,Анастасія Парасюк,2023-07-08,Орест Романець,2023-07-09 19:00:00,UAH,1.0
4023,2023-04-14,Ремонт,4400,1000,16755.74,Ремонт обладнання 5,MAINT-370,Очікує,Амвросій Бандура,2023-04-14,Любов Твердохліб,2023-04-14 17:00:00,UAH,1.0
4024,2024-12-14,Зарплата,4100,1000,17555.91,Виплата заробітної плати,TRX-4024,Проведено,Олена Атрощенко,2024-12-14,Віра Михайличенко,2024-12-14 16:00:00,UAH,1.0
4025,2024-09-07,Зарплата,4100,1000,46170.89,Виплата заробітної плати,TRX-4025,Очікує,Байда Богодар Єлисейович,2024-09-07,Євтушок Алла Юстимівна,,UAH,1.0
4026,2023-06-30,Зарплата,4100,1000,52936.21,Виплата заробітної плати,TRX-4026,Проведено,Єва Охримович,2023-06-30,Борис Щербак,2023-07-01 22:00:00,UAH,1.0
4027,2023-06-29,Комунальні,4200,1000,62579.23,Оплата комунальних послуг,TRX-4027,Очікує,Марта Верес,2023-06-29,Христина Фаренюк,2023-06-29 02:00:00,UAH,1.0
4028,2023-07-10,Інше,4500,1000,25702.89,Вивести струмок тисяча закласти пісня незвичний.,TRX-4028,Проведено,Святослава Атаманюк,2023-07-10,Прохір Носенко,,UAH,1.0
4029,2023-07-12,Інше,1300,1000,68425.73,Основа висіти житель наступати.,TRX-4029,Проведено,Оксенія Носаченко,2023-07-12,Петро Юхименко,2023-07-13 21:00:00,UAH,1.0
4030,2023-02-15,Інше,4100,1000,4432.36,Діставати заспівати космос терапія пристрасть.,TRX-4030,Проведено,пан Богдан Воблий,2023-02-15,Анжела Чумаченко,2023-02-16 19:00:00,UAH,1.0
4031,2024-05-09,Інше,4100,1000,79517.06,Розводити аналіз при.,TRX-4031,Проведено,Сніжана Палій,2024-05-09,Бабариченко Леон Єфремович,2024-05-10 14:00:00,UAH,1.0
4032,2024-10-21,Ремонт,4400,1000,28174.07,Ремонт обладнання 9,MAINT-473,Проведено,Анжела Ященко,2024-10-21,Аарон Лукаш,2024-10-22 19:00:00,UAH,1.0
4033,2023-02-05,Зарплата,4100,1000,6772.02,Виплата заробітної плати,TRX-4033,Проведено,Масоха Святослав Костянтинович,2023-02-05,Онисим Овчаренко,2023-02-05 12:00:00,UAH,1.0
4034,2023-11-02,Зарплата,4100,1000,83442.62,Виплата заробітної плати,TRX-4034,Проведено,Любов Оніщук,2023-11-02,Владислав Артим,2023-11-03 07:00:00,UAH,1.0
4035,2023-08-12,Закупівля,4000,1000,12178.23,Інший збільшуватися пані присісти.,TRX-4035,Очікує,Людмила Атрощенко,2023-08-12,,,UAH,1.0
4036,2024-01-11,Зарплата,4100,1000,82683.23,Виплата заробітної плати,TRX-4036,Відхилено,Миколай Черненко,2024-01-11,Соломон Хомик,2024-01-11 13:00:00,UAH,1.0
4037,2024-03-21,Ремонт,4400,1000,10124.99,Ремонт обладнання 25,MAINT-148,Відхилено,Алевтин Перепелиця,2024-03-21,Андрій Франко,2024-03-22 08:00:00,UAH,1.0
4038,2024-07-31,Інше,1100,1000,39234.37,При хлопець неправда нога народ вивчити.,TRX-4038,Очікує,Пармен Усик,2024-07-31,Гордій Макаренко,2024-08-01 14:00:00,UAH,1.0
4039,2023-04-28,Зарплата,4100,1000,8885.97,Виплата заробітної плати,TRX-4039,Проведено,Веніямин Сімашкевич,2023-04-28,Данна Шахрай,2023-04-28 04:00:00,UAH,1.0
4040,2024-06-07,Комунальні,4200,1000,85261.71,Оплата комунальних послуг,TRX-4040,Очікує,Василина Лисенко,2024-06-07,Ярослава Євтушенко,2024-06-08 03:00:00,UAH,1.0
4041,2024-12-14,Продаж,1000,3000,171530.48,Продаж товару 65,SALE-417,Проведено,Ліза Москаль,2024-12-14,пан Олег Іщак,2024-12-15 19:00:00,UAH,1.0
4042,2023-01-28,Ремонт,4400,1000,23597.7,Ремонт обладнання 49,MAINT-421,Відхилено,Асаула Петро Станіславович,2023-01-28,,2023-01-29 10:00:00,UAH,1.0
4043,2023-12-06,Зарплата,4100,1000,77312.02,Виплата заробітної плати,TRX-4043,Відхилено,Устим Цушко,2023-12-06,Софія Ажажа,2023-12-07 16:00:00,UAH,1.0
4044,2023-07-11,Продаж,1000,3000,110920.2672,Продаж товару 14,SALE-887,Відхилено,Руслан Артеменко,2023-07-11,пані Одарка Романчук,2023-07-11 21:00:00,UAH,1.0
4045,2024-03-14,Закупівля,4000,1000,37670.22,Упор відзначити колишній вчений.,TRX-4045,Проведено,Марко Шамрай,2024-03-14,Охрім Тимчук,2024-03-14 10:00:00,UAH,1.0
4046,2024-09-08,Закупівля,4100,1000,89310.91,Важливий тута легко прелесть легко пропадати ніж.,TRX-4046,Проведено,Тетяна Василашко,2024-09-08,Августин Дейнека,2024-09-09 22:00:00,UAH,1.0
4047,2023-12-19,Ремонт,4400,1000,8774.2,Ремонт обладнання 29,MAINT-284,Проведено,Аркадій Гавришкевич,2023-12-19,,,UAH,1.0
4048,2023-05-06,Закупівля,1000,1000,48618.91,Який гідність грати здалеку ґудзик.,TRX-4048,Очікує,пан Пилип Тихий,2023-05-06,,2023-05-06 02:00:00,UAH,1.0
4049,2023-11-25,Комунальні,4200,1000,85210.55,Оплата комунальних послуг,TRX-4049,Проведено,Пантелеймон Височан,2023-11-25,Єва Петлюра,2023-11-25 05:00:00,UAH,1.0
4050,2024-08-12,Продаж,1000,3000,487028.223,Продаж товару 3,SALE-373,Проведено,Марта Скопенко,2024-08-12,Марта Дацюк,2024-08-12 23:00:00,UAH,1.0
4051,2023-11-22,Зарплата,4100,1000,77359.43,Виплата заробітної плати,TRX-4051,Відхилено,Олег Бараник,2023-11-22,пан Григорій Приходько,2023-11-22 19:00:00,UAH,1.0
4052,2023-10-20,Інше,4500,1000,68511.15,Нестерпний загроза потрясти матерія космос.,TRX-4052,Проведено,Чміль Сніжана Петрівна,2023-10-20,Марко Зінкевич,2023-10-20 05:00:00,UAH,1.0
4053,2024-03-29,Зарплата,4100,1000,20103.66,Виплата заробітної плати,TRX-4053,Проведено,Мамчур Мартин Стефанович,2024-03-29,Надія Алексеєнко,2024-03-30 14:00:00,UAH,1.0
4054,2024-02-01,Інше,2100,1000,32841.28,Падаль легко насолода світило поставити заява.,TRX-4054,Проведено,Бевзенко Зорян Миколайович,2024-02-01,пан Петро Жадан,2024-02-01 14:00:00,UAH,1.0
4055,2024-02-21,Зарплата,4100,1000,79421.37,Виплата заробітної плати,TRX-4055,Проведено,добродій Вʼячеслав Ващенко,2024-02-21,Герман Стус,2024-02-21 22:00:00,UAH,1.0
4056,2023-09-16,Комунальні,4200,1000,88724.72,Оплата комунальних послуг,TRX-4056,Очікує,Єва Єрошенко,2023-09-16,Зиновій Микитюк,2023-09-17 08:00:00,UAH,1.0
4057,2023-02-24,Інше,4500,1000,73867.67,Метелик результат плавно єврейський вказаний.,TRX-4057,Відхилено,Яків Євтушок,2023-02-24,Святослава Юрченко,2023-02-24 11:00:00,UAH,1.0
4058,2024-05-09,Ремонт,4400,1000,23173.399999999998,Ремонт обладнання 41,MAINT-416,Очікує,Мілена Вернидуб,2024-05-09,Віктор Худяк,2024-05-10 10:00:00,UAH,1.0
4059,2023-04-12,Закупівля,1300,1000,76329.12,Дрімати вовк раніше вітрина світило.,TRX-4059,Очікує,Наталія Засуха,2023-04-12,Ярослава Джус,2023-04-12 22:00:00,UAH,1.0
4060,2024-09-10,Інше,4000,1000,55557.21,Мигнути ідея пірʼя пісня байдужий камінчик рис.,TRX-4060,Відхилено,Франц Юрченко,2024-09-10,Одарка Чала,2024-09-11 23:00:00,UAH,1.0
4061,2024-01-23,Ремонт,4400,1000,10895.83,Ремонт обладнання 19,MAINT-64,Очікує,Орина Зарудна,2024-01-23,Корпанюк Алла Іллівна,2024-01-23 12:00:00,UAH,1.0
4062,2024-05-21,Продаж,1000,3000,4582.9475999999995,Продаж товару 92,SALE-660,Проведено,Тереза Ребрик,2024-05-21,Богдан Козаченко,2024-05-21 03:00:00,UAH,1.0
4063,2023-10-04,Ремонт,4400,1000,7054.66,Ремонт обладнання 25,MAINT-561,Відхилено,пан Мирон Євдокименко,2023-10-04,Ганна Оберемко,2023-10-05 14:00:00,UAH,1.0
4064,2023-04-16,Зарплата,4100,1000,33243.1,Виплата заробітної плати,TRX-4064,Проведено,Віолетта Адаменко,2023-04-16,Колодуб Михайлина Борисівна,2023-04-17 05:00:00,UAH,1.0
4065,2024-05-26,Закупівля,4000,1000,48351.28,Неправда інший дошлий покоління друкувати.,TRX-4065,Відхилено,Рябець Андрій Остапович,2024-05-26,Олег Тичина,2024-05-27 07:00:00,UAH,1.0
4066,2024-08-01,Комунальні,4200,1000,34869.51,Оплата комунальних послуг,TRX-4066,Проведено,Асаула Пантелеймон Ігнатович,2024-08-01,Яременко Аніта Васильівна,2024-08-01 11:00:00,UAH,1.0
4067,2023-04-11,Закупівля,1200,1000,22244.56,Мотоцикл банда пристрасть свіжий о вперед.,TRX-4067,Очікує,Одарка Саченко,2023-04-11,Варвара Вовк,2023-04-11 15:00:00,UAH,1.0
4068,2024-10-03,Закупівля,1100,1000,44966.83,Грати потягнутися дрімати.,TRX-4068,Очікує,Одарка Прокопович,2024-10-03,Любов Баран,2024-10-04 06:00:00,UAH,1.0
4069,2023-11-02,Комунальні,4200,1000,94806.37,Оплата комунальних послуг,TRX-4069,Очікує,Ковалюк Алла Альбертівна,2023-11-02,,2023-11-02 09:00:00,UAH,1.0
4070,2024-08-13,Закупівля,1200,1000,94924.33,Застосовуватися заклик сонце шкіра число дихання.,TRX-4070,Проведено,Павло Кабалюк,2024-08-13,Марта Жук,,UAH,1.0
4071,2023-12-01,Продаж,1000,3000,361776.723,Продаж товару 32,SALE-310,Очікує,Дмитро Венгринович,2023-12-01,Ігнат Іщак,2023-12-02 19:00:00,UAH,1.0
4072,2024-08-23,Зарплата,4100,1000,2846.39,Виплата заробітної плати,TRX-4072,Проведено,Варвара Дахно,2024-08-23,пані Галина Швачко,2024-08-24 02:00:00,UAH,1.0
4073,2024-01-28,Зарплата,4100,1000,41157.78,Виплата заробітної плати,TRX-4073,Проведено,пан Ростислав Годунок,2024-01-28,Ігор Гайдай,2024-01-29 15:00:00,UAH,1.0
4074,2024-07-09,Продаж,1000,3000,200951.18839999998,Продаж товару 99,SALE-895,Проведено,пан Вадим Базилевський,2024-07-09,Єва Яковенко,2024-07-10 04:00:00,UAH,1.0
4075,2023-09-27,Комунальні,4200,1000,39221.81,Оплата комунальних послуг,TRX-4075,Очікує,Альбіна Данько,2023-09-27,Ірина Батюк,2023-09-28 04:00:00,UAH,1.0
4076,2023-07-08,Комунальні,4200,1000,94663.55,Оплата комунальних послуг,TRX-4076,Очікує,Владислав Вітер,2023-07-08,Оксана Верменич,2023-07-09 18:00:00,UAH,1.0
4077,2024-05-27,Зарплата,4100,1000,31634.45,Виплата заробітної плати,TRX-4077,Очікує,Оксана Юхименко,2024-05-27,Герман Бебешко,2024-05-27 11:00:00,UAH,1.0
4078,2024-07-13,Комунальні,4200,1000,15468.6,Оплата комунальних послуг,TRX-4078,Відхилено,Уманець Богданна Демʼянівна,2024-07-13,Христина Чайка,2024-07-14 23:00:00,UAH,1.0
4079,2023-10-31,Продаж,1000,3000,15655.5784,Продаж товару 20,SALE-1,Проведено,Данило Петлюра,2023-10-31,Варвара Шиян,2023-10-31 07:00:00,UAH,1.0
4080,2024-12-20,Комунальні,4200,1000,54358.61,Оплата комунальних послуг,TRX-4080,Відхилено,Захаренко Вікторія Романівна,2024-12-20,Борис Усик,2024-12-20 22:00:00,UAH,1.0
4081,2023-05-05,Комунальні,4200,1000,50381.47,Оплата комунальних послуг,TRX-4081,Очікує,Роксолана Василевич,2023-05-05,Богуслава Верхола,2023-05-05 06:00:00,UAH,1.0
4082,2024-01-07,Продаж,1000,3000,88487.09099999999,Продаж товару 54,SALE-135,Проведено,Ажажа Василина Амвросійовна,2024-01-07,Віра Кириленко,2024-01-07 05:00:00,UAH,1.0
4083,2024-10-24,Зарплата,4100,1000,78531.48,Виплата заробітної плати,TRX-4083,Проведено,пан Веніямин Єсипенко,2024-10-24,Альбіна Слюсар,2024-10-26 00:00:00,UAH,1.0
4084,2024-10-04,Інше,2100,1000,89445.67,Уточнити ланцюжок міра присвятити.,TRX-4084,Відхилено,пан Володимир Канівець,2024-10-04,Варвара Андріїшина,2024-10-05 04:00:00,UAH,1.0
4085,2023-01-04,Ремонт,4400,1000,16958.47,Ремонт обладнання 9,MAINT-413,Очікує,Венедикт Саєнко,2023-01-04,Гліб Кабаненко,2023-01-05 04:00:00,UAH,1.0
4086,2024-12-23,Комунальні,4200,1000,99668.17,Оплата комунальних послуг,TRX-4086,Проведено,Ярина Пелех,2024-12-23,,2024-12-25 00:00:00,UAH,1.0
4087,2023-12-11,Продаж,1000,3000,390768.97199999995,Продаж товару 79,SALE-293,Очікує,Пушкар Панас Русланович,2023-12-11,Цушко Орися Максимівна,,UAH,1.0
4088,2023-08-27,Інше,1300,1000,60451.17,Намір присвятити гуляти камінчик сміятися.,TRX-4088,Очікує,Едита Непорожній,2023-08-27,Едуард Гайдай,2023-08-28 17:00:00,UAH,1.0
4089,2024-09-24,Комунальні,4200,1000,62795.99,Оплата комунальних послуг,TRX-4089,Відхилено,Ігор Свириденко,2024-09-24,Охрім Цісик,2024-09-24 17:00:00,UAH,1.0
4090,2023-03-27,Комунальні,4200,1000,82015.11,Оплата комунальних послуг,TRX-4090,Відхилено,Михайлина Гайденко,2023-03-27,,,UAH,1.0
4091,2023-03-05,Зарплата,4100,1000,70086.68,Виплата заробітної плати,TRX-4091,Відхилено,Феофан Коваленко,2023-03-05,Валентин Авраменко,2023-03-06 15:00:00,UAH,1.0
4092,2024-11-05,Продаж,1000,3000,560159.1424,Продаж товару 85,SALE-87,Проведено,Маруся Литвиненко,2024-11-05,пані Марія Байрак,2024-11-05 15:00:00,UAH,1.0
4093,2024-05-21,Інше,4400,1000,47860.54,Незвичний купа-невеличка що-небудь кпсс сонце.,TRX-4093,Очікує,Пріска Жаліло,2024-05-21,пан Болеслав Сич,2024-05-22 00:00:00,UAH,1.0
4094,2024-09-02,Інше,2000,1000,74184.66,Плід салон болото розводити несподівано дихання.,TRX-4094,Проведено,Наталія Баштан,2024-09-02,,2024-09-03 21:00:00,UAH,1.0
4095,2024-11-15,Закупівля,4300,1000,70695.63,Юний команда кишеня знищення сонце художній.,TRX-4095,Проведено,Амалія Перепелиця,2024-11-15,Владислав Ніколюк,2024-11-16 16:00:00,UAH,1.0
4096,2023-06-02,Закупівля,3000,1000,21270.75,Адвокат ленінград поставити.,TRX-4096,Очікує,Христина Саченко,2023-06-02,Олекса Доценко,2023-06-03 16:00:00,UAH,1.0
4097,2024-01-08,Зарплата,4100,1000,82726.76,Виплата заробітної плати,TRX-4097,Відхилено,Федір Гречко,2024-01-08,Зінчук Аарон Святославович,2024-01-08 06:00:00,UAH,1.0
4098,2024-01-16,Продаж,1000,3000,397522.53,Продаж товару 18,SALE-425,Проведено,Приймак Софія Лесівна,2024-01-16,пан Станіслав Симоненко,2024-01-17 22:00:00,UAH,1.0
4099,2023-10-17,Зарплата,4100,1000,44062.46,Виплата заробітної плати,TRX-4099,Відхилено,Ірина Дейнеко,2023-10-17,,2023-10-18 14:00:00,UAH,1.0
4100,2023-10-04,Продаж,1000,3000,59418.0096,Продаж товару 80,SALE-460,Відхилено,Людмила Хмара,2023-10-04,Гордій Калениченко,2023-10-05 10:00:00,UAH,1.0
4101,2024-07-18,Закупівля,1200,1000,64522.72,Вивчити раніше пісенька вітрина блін мить.,TRX-4101,Відхилено,Віктор Демʼянюк,2024-07-18,,2024-07-19 12:00:00,UAH,1.0
4102,2023-12-18,Інше,4000,1000,64096.86,Виконувати робочий факультет жити відділ.,TRX-4102,Відхилено,Данна Устенко,2023-12-18,Болеслав Юрчишин,2023-12-18 02:00:00,UAH,1.0
4103,2023-10-01,Закупівля,4400,1000,39461.59,Казна-Хто даль відповісти.,TRX-4103,Проведено,Ігор Пушкар,2023-10-01,Ярина Конопленко,2023-10-01 16:00:00,UAH,1.0
4104,2023-09-26,Зарплата,4100,1000,71538.17,Виплата заробітної плати,TRX-4104,Очікує,Сергій Скирда,2023-09-26,Світлана Гупало,2023-09-26 18:00:00,UAH,1.0
4105,2023-02-16,Ремонт,4400,1000,6162.34,Ремонт обладнання 49,MAINT-145,Очікує,Давид Таран,2023-02-16,Марія Міщенко,2023-02-16 03:00:00,UAH,1.0
4106,2024-10-30,Ремонт,4400,1000,16371.78,Ремонт обладнання 16,MAINT-393,Відхилено,Корпанюк Омелян Богданович,2024-10-30,Олег Михайлюк,2024-10-30 07:00:00,UAH,1.0
4107,2024-01-27,Закупівля,4000,1000,50320.13,Розлад єврейський суглоб й від'їзд здалеку.,TRX-4107,Очікує,Світлана Литвин,2024-01-27,Цимбалюк Віталій Назарович,2024-01-28 20:00:00,UAH,1.0
4108,2023-03-10,Закупівля,1300,1000,44270.81,Черевик спалити розвинений.,TRX-4108,Проведено,Орися Мазепа,2023-03-10,Златослава Дзиндра,2023-03-10 02:00:00,UAH,1.0
4109,2024-02-06,Закупівля,1200,1000,88417.33,Підлога трубка століття струмок натиснути.,TRX-4109,Проведено,Світлана Ященко,2024-02-06,Антон Батіг,2024-02-07 17:00:00,UAH,1.0
4110,2023-06-26,Комунальні,4200,1000,72371.63,Оплата комунальних послуг,TRX-4110,Очікує,Аркадій Базилевич,2023-06-26,,2023-06-27 18:00:00,UAH,1.0
4111,2024-05-01,Зарплата,4100,1000,56569.35,Виплата заробітної плати,TRX-4111,Очікує,пані Оксенія Ейбоженко,2024-05-01,Роксолана Примаченко,2024-05-01 02:00:00,UAH,1.0
4112,2024-09-12,Продаж,1000,3000,23759.412800000002,Продаж товару 69,SALE-246,Відхилено,Арсен Величко,2024-09-12,Людмила Ґалаґан,2024-09-12 02:00:00,UAH,1.0
4113,2024-08-09,Зарплата,4100,1000,48990.64,Виплата заробітної плати,TRX-4113,Очікує,Любов Байдак,2024-08-09,Антон Гузенко,2024-08-10 01:00:00,UAH,1.0
4114,2023-07-19,Інше,1200,1000,25771.92,Услати зміна черевик виконувати.,TRX-4114,Проведено,Ада Швайка,2023-07-19,Забарний Володимир Андрійович,2023-07-19 03:00:00,UAH,1.0
4115,2024-10-29,Зарплата,4100,1000,53028.36,Виплата заробітної плати,TRX-4115,Очікує,Кальченко Артем Андрійович,2024-10-29,,2024-10-30 09:00:00,UAH,1.0
4116,2024-05-28,Ремонт,4400,1000,19961.230000000003,Ремонт обладнання 26,MAINT-52,Очікує,Левко Рубан,2024-05-28,добродійка Златослава Данилюк,2024-05-29 01:00:00,UAH,1.0
4117,2023-06-13,Ремонт,4400,1000,18217.51,Ремонт обладнання 48,MAINT-509,Проведено,Емілія Тимченко,2023-06-13,Стефан Рак,2023-06-13 03:00:00,UAH,1.0
4118,2024-07-22,Комунальні,4200,1000,20807.19,Оплата комунальних послуг,TRX-4118,Проведено,Тетяна Саєнко,2024-07-22,Мілена Корпанюк,2024-07-23 03:00:00,UAH,1.0
4119,2023-06-26,Комунальні,4200,1000,14445.69,Оплата комунальних послуг,TRX-4119,Очікує,Данна Бандурка,2023-06-26,Трохим Примаченко,2023-06-26 08:00:00,UAH,1.0
4120,2023-04-15,Закупівля,4500,1000,10276.55,Виднітися небезпека хліб рот трясти зрідка доба.,TRX-4120,Проведено,Мирон Панчук,2023-04-15,Спас Дурдинець,2023-04-15 22:00:00,UAH,1.0
4121,2023-06-15,Закупівля,1000,1000,13744.65,За зрідка пастух розвернутися.,TRX-4121,Відхилено,Орина Семенченко,2023-06-15,Аврелій Фоменко,2023-06-16 11:00:00,UAH,1.0
4122,2023-02-06,Продаж,1000,3000,335512.41359999997,Продаж товару 44,SALE-75,Очікує,Марія Кабаненко,2023-02-06,Оксана Величко,2023-02-07 00:00:00,UAH,1.0
4123,2024-02-15,Інше,1000,1000,56364.33,Брову керівник хата тютюн вираз при армійський.,TRX-4123,Проведено,Пріска Бабʼюк,2024-02-15,Веніямин Шведченко,2024-02-15 14:00:00,UAH,1.0
4124,2023-06-20,Продаж,1000,3000,522602.63279999996,Продаж товару 34,SALE-360,Відхилено,Герман Шиян,2023-06-20,,2023-06-20 01:00:00,UAH,1.0
4125,2023-12-25,Комунальні,4200,1000,49309.96,Оплата комунальних послуг,TRX-4125,Проведено,пан Лукʼян Оніщук,2023-12-25,Богуслав Вовк,2023-12-25 19:00:00,UAH,1.0
4126,2023-04-05,Зарплата,4100,1000,23432.78,Виплата заробітної плати,TRX-4126,Проведено,Іван Зінченко,2023-04-05,Мілена Базавлученко,2023-04-06 00:00:00,UAH,1.0
4127,2024-03-06,Комунальні,4200,1000,70616.85,Оплата комунальних послуг,TRX-4127,Проведено,Сніжана Лукаш,2024-03-06,,2024-03-07 02:00:00,UAH,1.0
4128,2023-02-17,Зарплата,4100,1000,82401.28,Виплата заробітної плати,TRX-4128,Відхилено,Ігнат Дубас,2023-02-17,Дейнеко Ганна Богданівна,2023-02-18 11:00:00,UAH,1.0
4129,2024-05-11,Інше,1200,1000,69057.51,Дихання безглуздий хлопець вибирати.,TRX-4129,Відхилено,Остап Засуха,2024-05-11,Вʼячеслав Коваленко,2024-05-12 00:00:00,UAH,1.0
4130,2024-03-18,Комунальні,4200,1000,18897.87,Оплата комунальних послуг,TRX-4130,Проведено,Комар Емілія Лукʼянівна,2024-03-18,пан Ярослав Терещук,2024-03-19 23:00:00,UAH,1.0
4131,2024-09-12,Комунальні,4200,1000,9442.7,Оплата комунальних послуг,TRX-4131,Проведено,Бабʼяк Ольга Феофанівна,2024-09-12,Святослава Козаченко,2024-09-13 07:00:00,UAH,1.0
4132,2024-04-23,Продаж,1000,3000,423953.175,Продаж товару 65,SALE-11,Проведено,добродійка Галина Харченко,2024-04-23,добродій Лесь Приймак,2024-04-24 05:00:00,UAH,1.0
4133,2023-04-20,Закупівля,1200,1000,12870.6,Бок колишній розстебнути співати.,TRX-4133,Очікує,Ярош Олена Данилівна,2023-04-20,Іван Скопенко,2023-04-20 13:00:00,UAH,1.0
4134,2024-11-02,Продаж,1000,3000,25104.807,Продаж товару 29,SALE-753,Очікує,Гліб Авдєєнко,2024-11-02,Петро Заєць,2024-11-03 01:00:00,UAH,1.0
4135,2023-08-17,Зарплата,4100,1000,20980.16,Виплата заробітної плати,TRX-4135,Проведено,Варвара Байдак,2023-08-17,Ілля Сірченко,,UAH,1.0
4136,2024-03-22,Інше,2100,1000,68018.85,Колишній вираз будівництво вивести.,TRX-4136,Проведено,Геннадій Ващенко-Захарченко,2024-03-22,Пріска Ярема,2024-03-23 03:00:00,UAH,1.0
4137,2023-04-27,Продаж,1000,3000,150875.264,Продаж товару 30,SALE-418,Очікує,Євтушок Варфоломій Костянтинович,2023-04-27,Людмила Червоненко,2023-04-27 20:00:00,UAH,1.0
4138,2024-01-15,Продаж,1000,3000,11142.266,Продаж товару 28,SALE-39,Проведено,Дарина Микитюк,2024-01-15,,2024-01-16 02:00:00,UAH,1.0
4139,2024-08-04,Зарплата,4100,1000,76899.32,Виплата заробітної плати,TRX-4139,Очікує,Семен Гук,2024-08-04,Хома Бандера,2024-08-05 08:00:00,UAH,1.0
4140,2024-02-22,Ремонт,4400,1000,24620.71,Ремонт обладнання 2,MAINT-901,Проведено,Прохір Даниленко,2024-02-22,Ганна Алексійчук,2024-02-23 20:00:00,UAH,1.0
4141,2023-12-25,Продаж,1000,3000,84635.4488,Продаж товару 79,SALE-335,Очікує,Володимира Корбут,2023-12-25,Костянтин Петлюра,2023-12-25 06:00:00,UAH,1.0
4142,2023-05-31,Інше,1200,1000,85629.51,Князь трясти степ розводити виконувати полюбити.,TRX-4142,Проведено,Ісаєвич Олена Лесівна,2023-05-31,Камілла Опанасенко,2023-06-01 15:00:00,UAH,1.0
4143,2024-08-12,Зарплата,4100,1000,67397.39,Виплата заробітної плати,TRX-4143,Проведено,Єресько Августин Степанович,2024-08-12,Галина Бандера,2024-08-12 07:00:00,UAH,1.0
4144,2023-03-31,Ремонт,4400,1000,18390.690000000002,Ремонт обладнання 13,MAINT-529,Очікує,Симон Івасюк,2023-03-31,Ярина Фартушняк,2023-04-01 19:00:00,UAH,1.0
4145,2024-11-05,Ремонт,4400,1000,7591.59,Ремонт обладнання 37,MAINT-470,Проведено,Віталій Михайлюк,2024-11-05,Вікторія Даньків,2024-11-06 19:00:00,UAH,1.0
4146,2023-05-14,Закупівля,2100,1000,89394.86,Хліб зрідка ламати недолік тисяча головний зміна.,TRX-4146,Проведено,Віталій Алексюк,2023-05-14,Віталій Журавель,2023-05-14 01:00:00,UAH,1.0
4147,2023-10-13,Закупівля,4500,1000,29862.81,Упор місце бажання встати сходити.,TRX-4147,Проведено,Ярослава Рубець,2023-10-13,Башполченко Марта Мартинівна,2023-10-13 22:00:00,UAH,1.0
4148,2024-09-19,Комунальні,4200,1000,71542.55,Оплата комунальних послуг,TRX-4148,Проведено,Богданна Тимченко,2024-09-19,пані Варвара Тесленко,2024-09-20 11:00:00,UAH,1.0
4149,2023-07-30,Комунальні,4200,1000,21999.05,Оплата комунальних послуг,TRX-4149,Проведено,Франц Годунок,2023-07-30,,2023-07-30 15:00:00,UAH,1.0
4150,2023-09-02,Ремонт,4400,1000,23724.4,Ремонт обладнання 45,MAINT-344,Очікує,Хома Тесленко,2023-09-02,Тетяна Сірко,,UAH,1.0
4151,2023-08-21,Продаж,1000,3000,35422.5024,Продаж товару 41,SALE-750,Проведено,Ганна Мірошниченко,2023-08-21,Оксана Данилюк,2023-08-22 06:00:00,UAH,1.0
